cve_municipio,municipio,serie_sie,fecha,trimestre,remesas_musd
14011,Atengo,SE41865,2020-04-01,2020-Q2,1.192326
14012,Atenguillo,SE41866,2020-04-01,2020-Q2,2.713367
14013,Atotonilco el Alto,SE41867,2020-04-01,2020-Q2,16.205206
14014,Atoyac,SE41868,2020-04-01,2020-Q2,2.117644
14015,Autlán de Navarro,SE41869,2020-04-01,2020-Q2,18.278676
14016,Ayotlán,SE41870,2020-04-01,2020-Q2,9.454328
14017,Ayutla,SE41871,2020-04-01,2020-Q2,13.262705
14019,Bolaños,SE41872,2020-04-01,2020-Q2,0.411723
14020,Cabo Corrientes,SE41873,2020-04-01,2020-Q2,1.264389
14117,Cañadas de Obregón,SE41874,2020-04-01,2020-Q2,1.376358
14021,Casimiro Castillo,SE41875,2020-04-01,2020-Q2,8.710134
14030,Chapala,SE41876,2020-04-01,2020-Q2,7.187895
14031,Chimaltitán,SE41877,2020-04-01,2020-Q2,0.020265
14032,Chiquilistlán,SE41878,2020-04-01,2020-Q2,2.306248
14022,Cihuatlán,SE41879,2020-04-01,2020-Q2,7.272982
14024,Cocula,SE41880,2020-04-01,2020-Q2,2.121497
14025,Colotlán,SE41881,2020-04-01,2020-Q2,7.070222
14026,Concepción de Buenos Aires,SE41882,2020-04-01,2020-Q2,1.83693
14027,Cuautitlán de García Barragán,SE41883,2020-04-01,2020-Q2,2.158623
14028,Cuautla,SE41884,2020-04-01,2020-Q2,0.965487
14029,Cuquío,SE41885,2020-04-01,2020-Q2,8.170953
14033,Degollado,SE41886,2020-04-01,2020-Q2,15.821313
14034,Ejutla,SE41887,2020-04-01,2020-Q2,0.057347
14009,El Arenal,SE41888,2020-04-01,2020-Q2,1.458756
14037,El Grullo,SE41889,2020-04-01,2020-Q2,17.188656
14054,El Limón,SE41890,2020-04-01,2020-Q2,0.22055
14070,El Salto,SE41891,2020-04-01,2020-Q2,10.07949
14035,Encarnación de Díaz,SE41892,2020-04-01,2020-Q2,14.169032
14036,Etzatlán,SE41893,2020-04-01,2020-Q2,5.261554
14079,Gómez Farías,SE41894,2020-04-01,2020-Q2,2.550105
14038,Guachinango,SE41895,2020-04-01,2020-Q2,1.365026
14039,Guadalajara,SE41896,2020-04-01,2020-Q2,126.217573
14040,Hostotipaquillo,SE41897,2020-04-01,2020-Q2,0.80928
14041,Huejúcar,SE41898,2020-04-01,2020-Q2,3.185165
14042,Huejuquilla el Alto,SE41899,2020-04-01,2020-Q2,5.599959
14044,Ixtlahuacán de los Membrillos,SE41900,2020-04-01,2020-Q2,2.551224
14045,Ixtlahuacán del Río,SE41901,2020-04-01,2020-Q2,5.603351
14046,Jalostotitlán,SE41902,2020-04-01,2020-Q2,6.899647
14047,Jamay,SE41903,2020-04-01,2020-Q2,5.901008
14048,Jesús María,SE41904,2020-04-01,2020-Q2,4.37777
14049,Jilotlán de los Dolores,SE41905,2020-04-01,2020-Q2,10.311599
14050,Jocotepec,SE41906,2020-04-01,2020-Q2,9.217065
14051,Juanacatlán,SE41907,2020-04-01,2020-Q2,0.752909
14052,Juchitlán,SE41908,2020-04-01,2020-Q2,2.205306
14018,La Barca,SE41909,2020-04-01,2020-Q2,23.363041
14043,La Huerta,SE41910,2020-04-01,2020-Q2,7.043083
14057,La Manzanilla de la Paz,SE41911,2020-04-01,2020-Q2,2.163843
14053,Lagos de Moreno,SE41912,2020-04-01,2020-Q2,24.679804
14055,Magdalena,SE41913,2020-04-01,2020-Q2,7.162665
14058,Mascota,SE41914,2020-04-01,2020-Q2,5.259537
14059,Mazamitla,SE41915,2020-04-01,2020-Q2,1.488305
14060,Mexticacán,SE41916,2020-04-01,2020-Q2,1.980544
14061,Mezquitic,SE41917,2020-04-01,2020-Q2,1.776929
14062,Mixtlán,SE41918,2020-04-01,2020-Q2,1.206763
14063,Ocotlán,SE41919,2020-04-01,2020-Q2,15.31548
14064,Ojuelos de Jalisco,SE41920,2020-04-01,2020-Q2,21.711861
14065,Pihuamo,SE41921,2020-04-01,2020-Q2,5.146298
14066,Poncitlán,SE41922,2020-04-01,2020-Q2,10.682577
14067,Puerto Vallarta,SE41923,2020-04-01,2020-Q2,21.962174
14069,Quitupan,SE41924,2020-04-01,2020-Q2,2.729137
14071,San Cristóbal de la Barranca,SE41925,2020-04-01,2020-Q2,0.030301
14072,San Diego de Alejandría,SE41926,2020-04-01,2020-Q2,0.226568
14113,San Gabriel,SE41927,2020-04-01,2020-Q2,3.508178
14073,San Juan de los Lagos,SE41929,2020-04-01,2020-Q2,14.614909
14007,San Juanito de Escobedo,SE41930,2020-04-01,2020-Q2,1.035239
14074,San Julián,SE41931,2020-04-01,2020-Q2,8.89223
14075,San Marcos,SE41932,2020-04-01,2020-Q2,0.224728
14076,San Martín de Bolaños,SE41933,2020-04-01,2020-Q2,0.96325
14077,San Martín Hidalgo,SE41934,2020-04-01,2020-Q2,7.117702
14078,San Miguel el Alto,SE41935,2020-04-01,2020-Q2,14.173636
14080,San Sebastián del Oeste,SE41936,2020-04-01,2020-Q2,1.774396
14081,Santa María de los Ángeles,SE41937,2020-04-01,2020-Q2,0.005831
14056,Santa María del Oro,SE41938,2020-04-01,2020-Q2,18.585385
14082,Sayula,SE41939,2020-04-01,2020-Q2,5.62053
14083,Tala,SE41940,2020-04-01,2020-Q2,13.055645
14084,Talpa de Allende,SE41941,2020-04-01,2020-Q2,3.735874
14085,Tamazula de Gordiano,SE41942,2020-04-01,2020-Q2,15.154062
14086,Tapalpa,SE41943,2020-04-01,2020-Q2,3.004507
14087,Tecalitlán,SE41944,2020-04-01,2020-Q2,3.438263
14089,Techaluta de Montenegro,SE41945,2020-04-01,2020-Q2,0.041476
14088,Tecolotlán,SE41946,2020-04-01,2020-Q2,8.315212
14090,Tenamaxtlán,SE41947,2020-04-01,2020-Q2,3.705478
14091,Teocaltiche,SE41948,2020-04-01,2020-Q2,15.249742
14092,Teocuitatlán de Corona,SE41949,2020-04-01,2020-Q2,4.300233
14093,Tepatitlán de Morelos,SE41950,2020-04-01,2020-Q2,33.525883
14094,Tequila,SE41951,2020-04-01,2020-Q2,7.791404
14095,Teuchitlán,SE41952,2020-04-01,2020-Q2,1.808714
14096,Tizapán el Alto,SE41953,2020-04-01,2020-Q2,14.512721
14097,Tlajomulco de Zúñiga,SE41954,2020-04-01,2020-Q2,15.314456
14098,San Pedro Tlaquepaque,SE41955,2020-04-01,2020-Q2,34.757229
14099,Tolimán,SE41956,2020-04-01,2020-Q2,0.885043
14100,Tomatlán,SE41957,2020-04-01,2020-Q2,4.201009
14101,Tonalá,SE41958,2020-04-01,2020-Q2,24.737622
14102,Tonaya,SE41959,2020-04-01,2020-Q2,1.889907
14103,Tonila,SE41960,2020-04-01,2020-Q2,1.723322
14104,Totatiche,SE41961,2020-04-01,2020-Q2,0.137647
14105,Tototlán,SE41962,2020-04-01,2020-Q2,8.35121
14106,Tuxcacuesco,SE41963,2020-04-01,2020-Q2,0.86384
14107,Tuxcueca,SE41964,2020-04-01,2020-Q2,0.151712
14108,Tuxpan,SE41965,2020-04-01,2020-Q2,7.625741
14109,Unión de San Antonio,SE41966,2020-04-01,2020-Q2,2.710988
14110,Unión de Tula,SE41967,2020-04-01,2020-Q2,9.914333
14111,Valle de Guadalupe,SE41968,2020-04-01,2020-Q2,4.837641
14112,Valle de Juárez,SE41969,2020-04-01,2020-Q2,0.023801
14114,Villa Corona,SE41970,2020-04-01,2020-Q2,2.792832
14115,Villa Guerrero,SE41971,2020-04-01,2020-Q2,0.475264
14116,Villa Hidalgo,SE41972,2020-04-01,2020-Q2,8.470182
14068,Villa Purificación,SE41973,2020-04-01,2020-Q2,6.559566
14118,Yahualica de González Gallo,SE41974,2020-04-01,2020-Q2,7.181685
14119,Zacoalco de Torres,SE41975,2020-04-01,2020-Q2,10.730012
14120,Zapopan,SE41976,2020-04-01,2020-Q2,67.786961
14121,Zapotiltic,SE41977,2020-04-01,2020-Q2,3.535644
14122,Zapotitlán de Vadillo,SE41978,2020-04-01,2020-Q2,1.737691
14123,Zapotlán del Rey,SE41979,2020-04-01,2020-Q2,1.19242
14023,Zapotlán el Grande,SE41980,2020-04-01,2020-Q2,15.270082
14124,Zapotlanejo,SE41981,2020-04-01,2020-Q2,16.330462
14001,Acatic,SE41857,2020-07-01,2020-Q3,2.53804
14002,Acatlán de Juárez,SE41858,2020-07-01,2020-Q3,5.327574
14003,Ahualulco de Mercado,SE41859,2020-07-01,2020-Q3,12.161038
14004,Amacueca,SE41860,2020-07-01,2020-Q3,0.233758
14005,Amatitán,SE41861,2020-07-01,2020-Q3,3.447967
14006,Ameca,SE41862,2020-07-01,2020-Q3,26.274895
14008,Arandas,SE41863,2020-07-01,2020-Q3,19.786526
14010,Atemajac de Brizuela,SE41864,2020-07-01,2020-Q3,0.734541
14011,Atengo,SE41865,2020-07-01,2020-Q3,1.029102
14012,Atenguillo,SE41866,2020-07-01,2020-Q3,2.502477
14013,Atotonilco el Alto,SE41867,2020-07-01,2020-Q3,13.497794
14014,Atoyac,SE41868,2020-07-01,2020-Q3,2.102775
14015,Autlán de Navarro,SE41869,2020-07-01,2020-Q3,18.209803
14016,Ayotlán,SE41870,2020-07-01,2020-Q3,8.752579
14017,Ayutla,SE41871,2020-07-01,2020-Q3,11.817232
14019,Bolaños,SE41872,2020-07-01,2020-Q3,0.442994
14020,Cabo Corrientes,SE41873,2020-07-01,2020-Q3,1.971977
14117,Cañadas de Obregón,SE41874,2020-07-01,2020-Q3,1.317828
14021,Casimiro Castillo,SE41875,2020-07-01,2020-Q3,7.762776
14030,Chapala,SE41876,2020-07-01,2020-Q3,7.984125
14031,Chimaltitán,SE41877,2020-07-01,2020-Q3,0.014672
14032,Chiquilistlán,SE41878,2020-07-01,2020-Q3,2.702984
14022,Cihuatlán,SE41879,2020-07-01,2020-Q3,6.92631
14024,Cocula,SE41880,2020-07-01,2020-Q3,1.988457
14025,Colotlán,SE41881,2020-07-01,2020-Q3,7.855137
14026,Concepción de Buenos Aires,SE41882,2020-07-01,2020-Q3,2.03388
14027,Cuautitlán de García Barragán,SE41883,2020-07-01,2020-Q3,2.199217
14028,Cuautla,SE41884,2020-07-01,2020-Q3,1.11864
14029,Cuquío,SE41885,2020-07-01,2020-Q3,8.232985
14033,Degollado,SE41886,2020-07-01,2020-Q3,14.6329
14034,Ejutla,SE41887,2020-07-01,2020-Q3,0.058192
14009,El Arenal,SE41888,2020-07-01,2020-Q3,1.580933
14037,El Grullo,SE41889,2020-07-01,2020-Q3,15.822371
14054,El Limón,SE41890,2020-07-01,2020-Q3,0.218597
14070,El Salto,SE41891,2020-07-01,2020-Q3,18.839935
14035,Encarnación de Díaz,SE41892,2020-07-01,2020-Q3,12.459053
14036,Etzatlán,SE41893,2020-07-01,2020-Q3,5.680123
14079,Gómez Farías,SE41894,2020-07-01,2020-Q3,2.288193
14038,Guachinango,SE41895,2020-07-01,2020-Q3,1.360229
14039,Guadalajara,SE41896,2020-07-01,2020-Q3,141.794106
14040,Hostotipaquillo,SE41897,2020-07-01,2020-Q3,0.847134
14041,Huejúcar,SE41898,2020-07-01,2020-Q3,3.536794
14042,Huejuquilla el Alto,SE41899,2020-07-01,2020-Q3,6.409529
14044,Ixtlahuacán de los Membrillos,SE41900,2020-07-01,2020-Q3,2.498465
14045,Ixtlahuacán del Río,SE41901,2020-07-01,2020-Q3,5.906552
14046,Jalostotitlán,SE41902,2020-07-01,2020-Q3,6.768056
14047,Jamay,SE41903,2020-07-01,2020-Q3,6.220723
14048,Jesús María,SE41904,2020-07-01,2020-Q3,3.801265
14049,Jilotlán de los Dolores,SE41905,2020-07-01,2020-Q3,1.157257
14050,Jocotepec,SE41906,2020-07-01,2020-Q3,6.221567
14051,Juanacatlán,SE41907,2020-07-01,2020-Q3,0.845913
14052,Juchitlán,SE41908,2020-07-01,2020-Q3,2.34308
14018,La Barca,SE41909,2020-07-01,2020-Q3,22.369973
14043,La Huerta,SE41910,2020-07-01,2020-Q3,7.408831
14057,La Manzanilla de la Paz,SE41911,2020-07-01,2020-Q3,2.403431
14053,Lagos de Moreno,SE41912,2020-07-01,2020-Q3,25.167018
14055,Magdalena,SE41913,2020-07-01,2020-Q3,7.619841
14058,Mascota,SE41914,2020-07-01,2020-Q3,4.70806
14059,Mazamitla,SE41915,2020-07-01,2020-Q3,1.518845
14060,Mexticacán,SE41916,2020-07-01,2020-Q3,1.999414
14061,Mezquitic,SE41917,2020-07-01,2020-Q3,1.659483
14062,Mixtlán,SE41918,2020-07-01,2020-Q3,1.455908
14063,Ocotlán,SE41919,2020-07-01,2020-Q3,17.09842
14064,Ojuelos de Jalisco,SE41920,2020-07-01,2020-Q3,20.761471
14065,Pihuamo,SE41921,2020-07-01,2020-Q3,4.408625
14066,Poncitlán,SE41922,2020-07-01,2020-Q3,9.167806
14067,Puerto Vallarta,SE41923,2020-07-01,2020-Q3,27.474195
14069,Quitupan,SE41924,2020-07-01,2020-Q3,2.318075
14071,San Cristóbal de la Barranca,SE41925,2020-07-01,2020-Q3,0.054524
14072,San Diego de Alejandría,SE41926,2020-07-01,2020-Q3,0.058108
14113,San Gabriel,SE41927,2020-07-01,2020-Q3,3.392834
14073,San Juan de los Lagos,SE41929,2020-07-01,2020-Q3,14.423146
14007,San Juanito de Escobedo,SE41930,2020-07-01,2020-Q3,1.153994
14074,San Julián,SE41931,2020-07-01,2020-Q3,7.577303
14075,San Marcos,SE41932,2020-07-01,2020-Q3,0.230862
14076,San Martín de Bolaños,SE41933,2020-07-01,2020-Q3,0.82557
14077,San Martín Hidalgo,SE41934,2020-07-01,2020-Q3,6.453576
14078,San Miguel el Alto,SE41935,2020-07-01,2020-Q3,12.011537
14080,San Sebastián del Oeste,SE41936,2020-07-01,2020-Q3,1.691631
14081,Santa María de los Ángeles,SE41937,2020-07-01,2020-Q3,0.009242
14056,Santa María del Oro,SE41938,2020-07-01,2020-Q3,0.029739
14082,Sayula,SE41939,2020-07-01,2020-Q3,8.093757
14083,Tala,SE41940,2020-07-01,2020-Q3,16.736291
14084,Talpa de Allende,SE41941,2020-07-01,2020-Q3,3.719556
14085,Tamazula de Gordiano,SE41942,2020-07-01,2020-Q3,10.815083
14086,Tapalpa,SE41943,2020-07-01,2020-Q3,3.985774
14087,Tecalitlán,SE41944,2020-07-01,2020-Q3,3.420233
14089,Techaluta de Montenegro,SE41945,2020-07-01,2020-Q3,0.060093
14088,Tecolotlán,SE41946,2020-07-01,2020-Q3,7.843513
14090,Tenamaxtlán,SE41947,2020-07-01,2020-Q3,4.07744
14091,Teocaltiche,SE41948,2020-07-01,2020-Q3,15.409537
14092,Teocuitatlán de Corona,SE41949,2020-07-01,2020-Q3,4.588136
14093,Tepatitlán de Morelos,SE41950,2020-07-01,2020-Q3,30.692234
14094,Tequila,SE41951,2020-07-01,2020-Q3,8.9696
14095,Teuchitlán,SE41952,2020-07-01,2020-Q3,1.785646
14096,Tizapán el Alto,SE41953,2020-07-01,2020-Q3,13.714231
14097,Tlajomulco de Zúñiga,SE41954,2020-07-01,2020-Q3,18.082945
14098,San Pedro Tlaquepaque,SE41955,2020-07-01,2020-Q3,41.412246
14099,Tolimán,SE41956,2020-07-01,2020-Q3,0.851997
14100,Tomatlán,SE41957,2020-07-01,2020-Q3,4.310384
14101,Tonalá,SE41958,2020-07-01,2020-Q3,26.939915
14102,Tonaya,SE41959,2020-07-01,2020-Q3,1.724146
14103,Tonila,SE41960,2020-07-01,2020-Q3,0.363805
14104,Totatiche,SE41961,2020-07-01,2020-Q3,0.198657
14105,Tototlán,SE41962,2020-07-01,2020-Q3,8.190186
14106,Tuxcacuesco,SE41963,2020-07-01,2020-Q3,0.708309
14107,Tuxcueca,SE41964,2020-07-01,2020-Q3,0.174165
14108,Tuxpan,SE41965,2020-07-01,2020-Q3,6.055812
14109,Unión de San Antonio,SE41966,2020-07-01,2020-Q3,3.052674
14110,Unión de Tula,SE41967,2020-07-01,2020-Q3,10.91777
14111,Valle de Guadalupe,SE41968,2020-07-01,2020-Q3,5.275728
14112,Valle de Juárez,SE41969,2020-07-01,2020-Q3,0.026136
14114,Villa Corona,SE41970,2020-07-01,2020-Q3,2.73579
14115,Villa Guerrero,SE41971,2020-07-01,2020-Q3,0.425944
14116,Villa Hidalgo,SE41972,2020-07-01,2020-Q3,9.489666
14068,Villa Purificación,SE41973,2020-07-01,2020-Q3,6.599193
14118,Yahualica de González Gallo,SE41974,2020-07-01,2020-Q3,6.403986
14119,Zacoalco de Torres,SE41975,2020-07-01,2020-Q3,9.455999
14120,Zapopan,SE41976,2020-07-01,2020-Q3,73.864904
14121,Zapotiltic,SE41977,2020-07-01,2020-Q3,3.770102
14122,Zapotitlán de Vadillo,SE41978,2020-07-01,2020-Q3,1.973281
14123,Zapotlán del Rey,SE41979,2020-07-01,2020-Q3,1.192189
14023,Zapotlán el Grande,SE41980,2020-07-01,2020-Q3,13.342583
14124,Zapotlanejo,SE41981,2020-07-01,2020-Q3,15.402721
14001,Acatic,SE41857,2020-10-01,2020-Q4,2.45794
14002,Acatlán de Juárez,SE41858,2020-10-01,2020-Q4,5.600062
14003,Ahualulco de Mercado,SE41859,2020-10-01,2020-Q4,16.197048
14004,Amacueca,SE41860,2020-10-01,2020-Q4,0.18995
14005,Amatitán,SE41861,2020-10-01,2020-Q4,3.505595
14006,Ameca,SE41862,2020-10-01,2020-Q4,29.58778
14008,Arandas,SE41863,2020-10-01,2020-Q4,20.51373
14010,Atemajac de Brizuela,SE41864,2020-10-01,2020-Q4,0.718592
14011,Atengo,SE41865,2020-10-01,2020-Q4,1.116972
14012,Atenguillo,SE41866,2020-10-01,2020-Q4,2.406727
14013,Atotonilco el Alto,SE41867,2020-10-01,2020-Q4,15.987105
14014,Atoyac,SE41868,2020-10-01,2020-Q4,2.000984
14015,Autlán de Navarro,SE41869,2020-10-01,2020-Q4,20.304309
14016,Ayotlán,SE41870,2020-10-01,2020-Q4,9.973962
14017,Ayutla,SE41871,2020-10-01,2020-Q4,14.073353
14019,Bolaños,SE41872,2020-10-01,2020-Q4,0.501136
14020,Cabo Corrientes,SE41873,2020-10-01,2020-Q4,1.411555
14117,Cañadas de Obregón,SE41874,2020-10-01,2020-Q4,1.244363
14021,Casimiro Castillo,SE41875,2020-10-01,2020-Q4,9.230625
14030,Chapala,SE41876,2020-10-01,2020-Q4,7.10994
14031,Chimaltitán,SE41877,2020-10-01,2020-Q4,0.015529
14032,Chiquilistlán,SE41878,2020-10-01,2020-Q4,2.467467
14022,Cihuatlán,SE41879,2020-10-01,2020-Q4,8.300381
14024,Cocula,SE41880,2020-10-01,2020-Q4,2.216451
14025,Colotlán,SE41881,2020-10-01,2020-Q4,8.204419
14026,Concepción de Buenos Aires,SE41882,2020-10-01,2020-Q4,2.15259
14027,Cuautitlán de García Barragán,SE41883,2020-10-01,2020-Q4,2.381022
14028,Cuautla,SE41884,2020-10-01,2020-Q4,1.265327
14029,Cuquío,SE41885,2020-10-01,2020-Q4,7.406231
14033,Degollado,SE41886,2020-10-01,2020-Q4,18.013298
14034,Ejutla,SE41887,2020-10-01,2020-Q4,0.050813
14009,El Arenal,SE41888,2020-10-01,2020-Q4,1.42998
14037,El Grullo,SE41889,2020-10-01,2020-Q4,18.157284
14054,El Limón,SE41890,2020-10-01,2020-Q4,0.220186
14070,El Salto,SE41891,2020-10-01,2020-Q4,11.852073
14035,Encarnación de Díaz,SE41892,2020-10-01,2020-Q4,14.784836
14036,Etzatlán,SE41893,2020-10-01,2020-Q4,4.72282
14079,Gómez Farías,SE41894,2020-10-01,2020-Q4,2.671213
14038,Guachinango,SE41895,2020-10-01,2020-Q4,1.36682
14039,Guadalajara,SE41896,2020-10-01,2020-Q4,145.545666
14040,Hostotipaquillo,SE41897,2020-10-01,2020-Q4,0.784736
14041,Huejúcar,SE41898,2020-10-01,2020-Q4,3.562151
14042,Huejuquilla el Alto,SE41899,2020-10-01,2020-Q4,6.392571
14044,Ixtlahuacán de los Membrillos,SE41900,2020-10-01,2020-Q4,2.821698
14045,Ixtlahuacán del Río,SE41901,2020-10-01,2020-Q4,5.575876
14046,Jalostotitlán,SE41902,2020-10-01,2020-Q4,6.952578
14047,Jamay,SE41903,2020-10-01,2020-Q4,6.170011
14048,Jesús María,SE41904,2020-10-01,2020-Q4,3.834335
14049,Jilotlán de los Dolores,SE41905,2020-10-01,2020-Q4,0.992948
14050,Jocotepec,SE41906,2020-10-01,2020-Q4,9.842089
14051,Juanacatlán,SE41907,2020-10-01,2020-Q4,0.83283
14052,Juchitlán,SE41908,2020-10-01,2020-Q4,2.079484
14018,La Barca,SE41909,2020-10-01,2020-Q4,23.705504
14043,La Huerta,SE41910,2020-10-01,2020-Q4,8.038594
14057,La Manzanilla de la Paz,SE41911,2020-10-01,2020-Q4,2.166616
14053,Lagos de Moreno,SE41912,2020-10-01,2020-Q4,27.61436
14055,Magdalena,SE41913,2020-10-01,2020-Q4,7.61935
14058,Mascota,SE41914,2020-10-01,2020-Q4,5.812638
14059,Mazamitla,SE41915,2020-10-01,2020-Q4,1.350754
14060,Mexticacán,SE41916,2020-10-01,2020-Q4,1.8086
14061,Mezquitic,SE41917,2020-10-01,2020-Q4,1.853492
14062,Mixtlán,SE41918,2020-10-01,2020-Q4,1.663442
14063,Ocotlán,SE41919,2020-10-01,2020-Q4,15.784292
14064,Ojuelos de Jalisco,SE41920,2020-10-01,2020-Q4,22.773969
14065,Pihuamo,SE41921,2020-10-01,2020-Q4,4.112227
14066,Poncitlán,SE41922,2020-10-01,2020-Q4,11.649218
14067,Puerto Vallarta,SE41923,2020-10-01,2020-Q4,26.207768
14069,Quitupan,SE41924,2020-10-01,2020-Q4,2.252193
14071,San Cristóbal de la Barranca,SE41925,2020-10-01,2020-Q4,0.037892
14072,San Diego de Alejandría,SE41926,2020-10-01,2020-Q4,0.040655
14113,San Gabriel,SE41927,2020-10-01,2020-Q4,3.438597
14073,San Juan de los Lagos,SE41929,2020-10-01,2020-Q4,14.597899
14007,San Juanito de Escobedo,SE41930,2020-10-01,2020-Q4,1.039444
14074,San Julián,SE41931,2020-10-01,2020-Q4,9.053919
14075,San Marcos,SE41932,2020-10-01,2020-Q4,0.241659
14076,San Martín de Bolaños,SE41933,2020-10-01,2020-Q4,0.720254
14077,San Martín Hidalgo,SE41934,2020-10-01,2020-Q4,6.670713
14078,San Miguel el Alto,SE41935,2020-10-01,2020-Q4,14.762961
14080,San Sebastián del Oeste,SE41936,2020-10-01,2020-Q4,1.775692
14081,Santa María de los Ángeles,SE41937,2020-10-01,2020-Q4,0.010823
14056,Santa María del Oro,SE41938,2020-10-01,2020-Q4,0.037659
14082,Sayula,SE41939,2020-10-01,2020-Q4,5.810997
14083,Tala,SE41940,2020-10-01,2020-Q4,15.106492
14084,Talpa de Allende,SE41941,2020-10-01,2020-Q4,4.070648
14085,Tamazula de Gordiano,SE41942,2020-10-01,2020-Q4,14.32787
14086,Tapalpa,SE41943,2020-10-01,2020-Q4,3.429676
14087,Tecalitlán,SE41944,2020-10-01,2020-Q4,3.236097
14089,Techaluta de Montenegro,SE41945,2020-10-01,2020-Q4,0.059741
14088,Tecolotlán,SE41946,2020-10-01,2020-Q4,7.812689
14090,Tenamaxtlán,SE41947,2020-10-01,2020-Q4,3.962754
14091,Teocaltiche,SE41948,2020-10-01,2020-Q4,13.394532
14092,Teocuitatlán de Corona,SE41949,2020-10-01,2020-Q4,4.826552
14093,Tepatitlán de Morelos,SE41950,2020-10-01,2020-Q4,34.621241
14094,Tequila,SE41951,2020-10-01,2020-Q4,9.265255
14095,Teuchitlán,SE41952,2020-10-01,2020-Q4,1.876796
14096,Tizapán el Alto,SE41953,2020-10-01,2020-Q4,15.181014
14097,Tlajomulco de Zúñiga,SE41954,2020-10-01,2020-Q4,16.861211
14098,San Pedro Tlaquepaque,SE41955,2020-10-01,2020-Q4,38.737305
14099,Tolimán,SE41956,2020-10-01,2020-Q4,0.807804
14100,Tomatlán,SE41957,2020-10-01,2020-Q4,4.315628
14101,Tonalá,SE41958,2020-10-01,2020-Q4,27.537559
14102,Tonaya,SE41959,2020-10-01,2020-Q4,1.661393
14103,Tonila,SE41960,2020-10-01,2020-Q4,0.334402
14104,Totatiche,SE41961,2020-10-01,2020-Q4,0.159952
14105,Tototlán,SE41962,2020-10-01,2020-Q4,8.87613
14106,Tuxcacuesco,SE41963,2020-10-01,2020-Q4,0.65366
14107,Tuxcueca,SE41964,2020-10-01,2020-Q4,0.142233
14108,Tuxpan,SE41965,2020-10-01,2020-Q4,4.673253
14109,Unión de San Antonio,SE41966,2020-10-01,2020-Q4,2.901999
14110,Unión de Tula,SE41967,2020-10-01,2020-Q4,11.445924
14111,Valle de Guadalupe,SE41968,2020-10-01,2020-Q4,4.841863
14112,Valle de Juárez,SE41969,2020-10-01,2020-Q4,0.078842
14114,Villa Corona,SE41970,2020-10-01,2020-Q4,2.684153
14115,Villa Guerrero,SE41971,2020-10-01,2020-Q4,0.483482
14116,Villa Hidalgo,SE41972,2020-10-01,2020-Q4,10.193829
14068,Villa Purificación,SE41973,2020-10-01,2020-Q4,7.165896
14118,Yahualica de González Gallo,SE41974,2020-10-01,2020-Q4,5.947237
14119,Zacoalco de Torres,SE41975,2020-10-01,2020-Q4,11.44931
14120,Zapopan,SE41976,2020-10-01,2020-Q4,78.407209
14121,Zapotiltic,SE41977,2020-10-01,2020-Q4,3.492992
14122,Zapotitlán de Vadillo,SE41978,2020-10-01,2020-Q4,1.777176
14123,Zapotlán del Rey,SE41979,2020-10-01,2020-Q4,1.176506
14023,Zapotlán el Grande,SE41980,2020-10-01,2020-Q4,15.841887
14124,Zapotlanejo,SE41981,2020-10-01,2020-Q4,17.43688
14001,Acatic,SE41857,2021-01-01,2021-Q1,2.460695
14002,Acatlán de Juárez,SE41858,2021-01-01,2021-Q1,5.591638
14003,Ahualulco de Mercado,SE41859,2021-01-01,2021-Q1,15.127634
14004,Amacueca,SE41860,2021-01-01,2021-Q1,0.291767
14005,Amatitán,SE41861,2021-01-01,2021-Q1,3.673098
14006,Ameca,SE41862,2021-01-01,2021-Q1,30.069561
14008,Arandas,SE41863,2021-01-01,2021-Q1,22.622702
14010,Atemajac de Brizuela,SE41864,2021-01-01,2021-Q1,1.211809
14011,Atengo,SE41865,2021-01-01,2021-Q1,1.50939
14012,Atenguillo,SE41866,2021-01-01,2021-Q1,2.250875
14013,Atotonilco el Alto,SE41867,2021-01-01,2021-Q1,18.239607
14014,Atoyac,SE41868,2021-01-01,2021-Q1,1.879571
14015,Autlán de Navarro,SE41869,2021-01-01,2021-Q1,15.08908
14016,Ayotlán,SE41870,2021-01-01,2021-Q1,10.979088
14017,Ayutla,SE41871,2021-01-01,2021-Q1,14.264433
14019,Bolaños,SE41872,2021-01-01,2021-Q1,0.524885
14020,Cabo Corrientes,SE41873,2021-01-01,2021-Q1,1.551776
14117,Cañadas de Obregón,SE41874,2021-01-01,2021-Q1,1.447707
14021,Casimiro Castillo,SE41875,2021-01-01,2021-Q1,9.607301
14030,Chapala,SE41876,2021-01-01,2021-Q1,6.54862
14031,Chimaltitán,SE41877,2021-01-01,2021-Q1,0.028536
14032,Chiquilistlán,SE41878,2021-01-01,2021-Q1,2.454268
14022,Cihuatlán,SE41879,2021-01-01,2021-Q1,9.284909
14024,Cocula,SE41880,2021-01-01,2021-Q1,2.258004
14025,Colotlán,SE41881,2021-01-01,2021-Q1,8.442099
14026,Concepción de Buenos Aires,SE41882,2021-01-01,2021-Q1,2.29541
14027,Cuautitlán de García Barragán,SE41883,2021-01-01,2021-Q1,2.941166
14028,Cuautla,SE41884,2021-01-01,2021-Q1,1.002508
14029,Cuquío,SE41885,2021-01-01,2021-Q1,7.848011
