id_hogar,cve_municipio,municipio,pa_mediana_remesa,pa_media_remesa,pa_desv_remesa,pa_cv_remesa,pa_pendiente_24m,pa_pendiente_norm,pa_n_meses_sin_envio,pa_max_racha_sin_envio,pa_fuerza_estacional,pa_antiguedad_meses,pa_cuota_propuesta_mxn,pa_ratio_remesa_cuota,pb_edad,pb_genero_F,pb_n_dependientes,pb_escolaridad_ord,pb_vivienda_propia,pb_vivienda_rentada,pc_iim_dp2,pc_pct_viv_remesas,pc_pct_viv_emigrantes,pc_imn_2020,pc_escolaridad_promedio_mun,pc_pct_pob_ocupada_2sm,pc_score_regional,pc_sub_capacidad_pago,pc_sub_intensidad_migratoria
H000019,14001,Acatic,440.4143,479.6301523809524,164.63257457289131,0.34324900917015283,11.92880695652174,0.027085421514518804,3,1,0.9215479110311637,25,6572.9673575162515,1.2060697960008697,56.0,1.0,1.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000020,14001,Acatic,280.6177,303.41125217391306,115.61544860017968,0.3810519477171854,4.755689130434781,0.01694721726546394,1,1,0.5712511364385826,68,4393.5097600240215,1.1496773367751396,44.0,1.0,4.0,0.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000021,14001,Acatic,429.2284,433.3519478260869,115.36085665904606,0.26620592624021794,0.137164347826087,0.0003195602803218216,1,1,1.0,44,6497.147602471217,1.1891543293646802,43.0,1.0,2.0,1.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000022,14001,Acatic,209.9429,221.54046086956524,76.64434527314955,0.3459609363107486,3.7906740000000005,0.0180557380125739,1,1,0.6631153103802276,58,3056.285677224059,1.23645908763095,37.0,1.0,3.0,2.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000023,14001,Acatic,226.536,235.50944347826083,64.12651392324413,0.2722885034933364,2.6392093043478257,0.011650286507874358,1,1,0.9476314013779477,64,3647.564451358526,1.1179097873051402,60.0,1.0,2.0,4.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000024,14001,Acatic,574.2819999999999,565.4465681818182,123.13801157664858,0.21777125993106003,-2.1660690000000002,-0.0037717863349364957,2,1,0.14675557157192232,49,8823.632101381576,1.1715216456476525,43.0,1.0,3.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000025,14001,Acatic,123.316,134.42187083333334,47.31901376242158,0.3520187114572402,-0.48040386956521725,-0.0038957140157418117,0,0,0.8799550218929404,66,2004.1784679584641,1.107530110460204,40.0,0.0,3.0,3.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000026,14001,Acatic,310.0289,315.7127217391304,86.41180340282307,0.27370390058030064,1.994203826086957,0.006432315910184363,1,1,1.0,115,4700.968956813103,1.187099989654721,41.0,1.0,2.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000027,14001,Acatic,354.86905,391.65282499999995,153.98429031248114,0.3931652741493213,0.45568608695652274,0.0012840964489761017,0,0,0.6194958778992901,35,5651.4546312749935,1.130265270935904,51.0,1.0,2.0,4.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000028,14001,Acatic,362.1973,401.7398913043479,138.12601050264314,0.3438195048397681,-6.856621869565217,-0.018930626676579913,1,1,1.0,35,6113.436218574107,1.0664299367664973,49.0,1.0,3.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000029,14001,Acatic,425.69315,443.30703750000004,144.6058886930531,0.32619804438149275,-4.465101695652174,-0.010489014670901266,0,0,0.5339419485236305,33,6218.805497923764,1.2321460612585853,50.0,0.0,0.0,4.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000030,14001,Acatic,297.17285000000004,307.3044,85.59294779253275,0.2785282208537618,-0.30577800000000016,-0.001028956716604495,2,1,1.0,48,4957.257026147838,1.079046592053885,50.0,1.0,3.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000031,14001,Acatic,308.7104,300.26420909090916,98.30494758496042,0.32739482298803463,1.2059018260869567,0.0039062559152103615,2,1,1.0,27,4616.644704529177,1.2036419425017681,71.0,1.0,2.0,2.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000032,14001,Acatic,279.05635,287.02767727272726,87.50993157979234,0.30488325171736785,-0.573428739130435,-0.002054885112381191,2,1,1.0,152,3739.5283367553534,1.3432213497700831,40.0,1.0,3.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000033,14001,Acatic,754.9442,797.8794285714284,243.00869557836222,0.30456819273240276,-10.594087913043477,-0.01403294165720258,3,2,0.9996241084216287,103,10986.801424501014,1.23684729294333,39.0,1.0,5.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000034,14001,Acatic,509.24125000000004,529.5477227272727,117.44745127497063,0.22178822839628817,-9.788763434782608,-0.019222251604288944,2,2,0.7940548127586164,41,7742.4077998743505,1.183913678655464,35.0,1.0,3.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000035,14001,Acatic,388.2909,411.31462500000004,142.3823793755706,0.3461641544488494,5.685231913043477,0.014641682081767759,0,0,0.9944030628122603,110,6248.93159831238,1.1184689878646696,52.0,1.0,2.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000036,14001,Acatic,388.15135,397.416675,143.9222406710961,0.36214444366506787,-8.03936547826087,-0.020711934863194136,0,0,0.0,26,5306.662133047386,1.3165948999258836,59.0,1.0,2.0,3.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000037,14001,Acatic,255.61700000000002,260.78737083333334,64.97310598408143,0.24914207224246723,2.1005809130434794,0.008217688624166152,0,0,0.37094388142112544,168,4185.942369786665,1.0991804457724759,44.0,0.0,0.0,3.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000038,14001,Acatic,319.3016,340.14894347826083,116.01286542649963,0.3410649000999002,2.455647347826086,0.007690682877336305,1,1,1.0,52,5355.6711001867625,1.073148199821228,35.0,1.0,1.0,2.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000039,14001,Acatic,251.7605,264.4918086956522,68.7576440863448,0.25996133651709213,-1.0355706086956515,-0.004113316460269389,1,1,0.9903840386384251,57,3545.222196449829,1.2782524617323041,35.0,1.0,4.0,0.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000040,14001,Acatic,735.2909,711.4115347826087,260.27964518305134,0.36586368431963495,3.283789086956522,0.004465972701357412,1,1,1.0,147,10148.171510333697,1.3041991048853283,53.0,1.0,5.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000041,14001,Acatic,230.7896,242.03892916666663,55.37608601277567,0.2287899975571451,0.5989973478260868,0.002595426084304002,0,0,0.6554615045957513,140,3685.6184729020406,1.1271413008544506,54.0,1.0,1.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000042,14001,Acatic,218.93815,229.56279166666664,50.54146717634263,0.22016402052528897,-0.04723339130434713,-0.0002157385147556382,0,0,1.0,30,3119.853190484249,1.2631641488836576,52.0,1.0,3.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000043,14001,Acatic,1350.6124,1375.0345826086955,360.2850511143094,0.2620189016852084,14.301481652173914,0.01058888667997859,1,1,1.0,56,20889.063235011847,1.16381586510077,37.0,1.0,4.0,4.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000044,14001,Acatic,342.6511,367.7841826086957,121.93805596662463,0.33154785260670316,2.033634869565217,0.005935001724976855,1,1,0.8085807009679451,163,5136.716332290552,1.2007125566246144,48.0,1.0,5.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000045,14001,Acatic,251.1978,276.6360043478261,96.31258112897758,0.3481563484696653,2.5738153478260872,0.01024616994187882,1,1,0.7650959588369505,46,3709.258092345739,1.2189932022607142,46.0,0.0,1.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000046,14001,Acatic,558.5387499999999,564.9546590909091,131.5441958573245,0.2328402708794321,13.146553869565215,0.02353740697411812,2,1,1.0,74,7732.029430362483,1.3002663260075917,48.0,1.0,5.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000047,14001,Acatic,200.26675,210.27797499999997,59.89280224669718,0.28482679770288444,4.230697173913044,0.021125309987369566,4,2,0.40074489322339557,87,3003.8172535807266,1.2000735050385853,55.0,0.0,3.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000048,14001,Acatic,281.10555,278.3194681818182,86.91159758573725,0.31227279267780284,5.764188478260869,0.02050542395289196,2,1,0.7920721121545409,161,4008.0686478749317,1.262428452337698,48.0,0.0,3.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000049,14001,Acatic,479.68600000000004,494.0806291666666,198.36596319632469,0.40148500363370965,-2.3815407391304344,-0.0049647910073056835,0,0,0.6815388083059526,96,7858.2995927568745,1.0987552584478228,53.0,1.0,4.0,0.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000050,14001,Acatic,947.2009,1027.2129142857143,337.4609158961172,0.3285209046761012,6.695005043478262,0.007068199622148017,3,1,1.0,51,14373.465197852864,1.1861869051971479,46.0,1.0,1.0,4.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000051,14001,Acatic,501.60865,556.5961666666666,208.96734800594353,0.37543799350506407,5.520206956521738,0.011005007502405986,0,0,0.9222074187981637,98,8684.965553181342,1.0396075430250444,48.0,1.0,1.0,3.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000052,14001,Acatic,516.0585000000001,527.2747208333334,147.86561234495852,0.2804337217442622,3.213962913043478,0.00622790422605863,0,0,0.9727341702656673,68,7596.389906603212,1.2228246725362835,53.0,0.0,4.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000053,14001,Acatic,746.6137,759.5939954545455,202.24253995652862,0.2662508408001639,20.289730130434783,0.027175673484741553,2,1,1.0,208,10260.892134754264,1.3097347115151063,28.0,1.0,6.0,2.0,0.0,1.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000054,14001,Acatic,307.9872,330.3147347826087,111.35062563336756,0.337104627520329,3.7169405652173912,0.012068490395761225,1,1,1.0,90,4818.302189905608,1.1505649462199057,41.0,1.0,2.0,1.0,0.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000055,14001,Acatic,164.6763,179.55472173913043,69.47031484778854,0.38690330265288064,5.389120347826086,0.032725536994856495,1,1,0.90942257965741,40,2833.8714528238925,1.0459801897669934,39.0,1.0,2.0,2.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000056,14001,Acatic,272.308,279.70543913043474,99.18008448162608,0.35458761470625366,6.84575752173913,0.025139759102704034,1,1,0.7227449471025036,25,3997.834422384063,1.2260497764879967,37.0,0.0,3.0,1.0,1.0,0.0,61.87355,9.698208111,3.85099025,0.890938649711349,7.29,66.0987245643073,0.462267,0.355929,0.666032
H000057,14002,Acatlán de Juárez,664.2967,721.4733772727274,232.150766222589,0.32177315689755887,-5.137065695652175,-0.007733089289247071,2,1,1.0,53,10167.342665126454,1.1760536645443418,42.0,1.0,3.0,1.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000058,14002,Acatlán de Juárez,234.3034,222.5516956521739,67.65787996048057,0.3040097257502953,0.09769173913043469,0.00041694546101522507,1,1,1.0,77,3211.0963557760865,1.3134022566509644,63.0,1.0,1.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000059,14002,Acatlán de Juárez,352.06165,371.47692499999994,118.46277548397714,0.31889672685316095,3.7243994782608696,0.010578827538474781,0,0,1.0,65,5142.4820931304785,1.232305642535022,35.0,1.0,4.0,1.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000060,14002,Acatlán de Juárez,371.7449,390.6340142857143,117.64358672886205,0.3011606322710448,-10.966701000000002,-0.02950060915428834,3,2,0.9218861939535973,25,5592.643870707742,1.1964659925955932,57.0,1.0,1.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000061,14002,Acatlán de Juárez,461.67134999999996,512.2378958333334,177.20880151047675,0.34595019804652466,2.820894130434784,0.0061101780096052835,0,0,0.7110847533154291,31,6631.201541999511,1.2531792688500087,25.0,0.0,1.0,2.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000062,14002,Acatlán de Juárez,473.9074,467.1739695652175,135.43166502718242,0.2898955717785902,3.714354130434784,0.007837721315250162,1,1,0.7627920823480979,30,7197.255112459297,1.1852203467448288,41.0,0.0,2.0,0.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000063,14002,Acatlán de Juárez,463.5872,486.509609090909,139.00801316479465,0.285725113270722,7.582604782608697,0.016356372183288705,2,1,1.0,71,7352.786511116316,1.134885337332215,47.0,1.0,4.0,1.0,0.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000064,14002,Acatlán de Juárez,1279.3897499999998,1347.4975041666667,474.3471849559079,0.3520208263756738,22.827511956521736,0.017842500267429638,0,0,1.0,165,20781.820083389215,1.108132752934713,52.0,1.0,3.0,1.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000065,14002,Acatlán de Juárez,505.7563,502.1157416666667,135.22223606757402,0.26930491288469166,-1.274395130434783,-0.002519781029786051,0,0,0.806448071066262,29,7745.290680294316,1.1753740144526208,54.0,0.0,4.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000066,14002,Acatlán de Juárez,620.1873499999999,649.960325,162.9409914099693,0.25069375028386437,8.442723913043482,0.013613183037421648,0,0,0.8642861903655247,79,10516.17119594201,1.0615434165152933,55.0,1.0,2.0,4.0,0.0,1.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000067,14002,Acatlán de Juárez,349.491,366.70732173913046,114.93592530382449,0.3134268624873217,5.438801999999999,0.015562065975947876,1,1,1.0,44,5634.157348755214,1.116553480954853,41.0,1.0,2.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000068,14002,Acatlán de Juárez,958.8118,983.4853173913043,351.3689316593181,0.35726911774476156,8.599735347826089,0.00896915885664537,1,1,0.5035114848734847,67,13490.294781197115,1.27933545411144,39.0,1.0,2.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000069,14002,Acatlán de Juárez,240.1498,252.48501818181822,74.13769947583468,0.2936320737353494,0.6223817391304352,0.002591639631306939,2,1,0.8843173061131699,78,3867.095795338728,1.1178146673300513,55.0,1.0,2.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000070,14002,Acatlán de Juárez,580.1483,609.8656043478261,212.88897679832274,0.34907523113388317,0.5650680434782613,0.0009740062040658594,1,1,0.5229487084276563,45,8686.69528143332,1.202145241852773,43.0,0.0,5.0,3.0,0.0,1.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000071,14002,Acatlán de Juárez,307.2287,326.37235416666664,121.53847940499796,0.37239207872040725,0.16448021739130442,0.0005353673579040774,0,0,0.7043295907314119,139,5239.7793073042385,1.0554102139933703,30.0,0.0,2.0,2.0,0.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000072,14002,Acatlán de Juárez,543.6514500000001,583.0305458333333,183.19446623069345,0.31421075197501214,0.0463669999999995,8.528810141129854e-05,0,0,1.0,28,8569.506192361812,1.1419241529602058,31.0,1.0,1.0,3.0,0.0,1.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000073,14002,Acatlán de Juárez,413.82939999999996,453.3387772727272,100.91798223388155,0.22261052284342664,-0.20758491304347762,-0.0005016195394611345,2,2,0.9997601897832149,115,7037.543537193332,1.0584558604337577,34.0,0.0,3.0,2.0,0.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000074,14002,Acatlán de Juárez,565.7701,714.0011708333333,307.8432132333975,0.4311522526974346,4.343540913043481,0.007677218914614754,0,0,0.9809073118396789,165,9795.306946930194,1.0396674504612207,51.0,1.0,2.0,0.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000075,14002,Acatlán de Juárez,431.945,450.3451190476191,124.69497606490656,0.2768875930721954,0.9110492608695657,0.0021091788558023957,3,1,0.26418782318920253,37,6899.021133014097,1.1269729212444366,47.0,0.0,5.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000076,14002,Acatlán de Juárez,359.6344,362.9944523809524,102.10083000063524,0.2812738027563113,5.889925347826088,0.016377536041674787,3,1,1.0,48,5377.292703336488,1.203843561646438,53.0,1.0,3.0,3.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000077,14002,Acatlán de Juárez,567.6915,572.2100083333333,160.64323634314349,0.2807417451698309,-7.06782947826087,-0.012450123840608621,0,0,0.5910442331652704,40,8649.073691952797,1.1814498712743502,40.0,1.0,2.0,1.0,0.0,1.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000078,14002,Acatlán de Juárez,261.4771,264.63944782608695,57.53534520808508,0.2174103130909477,-1.2818196956521735,-0.004902225455507092,1,1,0.8442280921710511,41,3796.1769370076327,1.2398230846716027,47.0,1.0,1.0,4.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
H000079,14002,Acatlán de Juárez,142.2615,158.81935217391305,60.89799509758376,0.38344190593913396,-1.0969103913043479,-0.0077105217596071165,1,1,0.961076599666877,83,2477.835720958429,1.033445025568328,53.0,1.0,3.0,0.0,1.0,0.0,61.81981,11.01062986,1.8230818,0.919771467484206,9.23,62.9637241804542,0.504447,0.402723,0.659107
