cve_municipio,municipio,fecha,remesas_musd_mensual
14001,Acatic,2016-11-01,1.2096875131
14001,Acatic,2016-12-01,1.1979631303
14001,Acatic,2017-01-01,1.0213427157
14001,Acatic,2017-02-01,1.0200856237
14001,Acatic,2017-03-01,1.1414076606
14001,Acatic,2017-04-01,1.0615426946
14001,Acatic,2017-05-01,1.1374640857
14001,Acatic,2017-06-01,1.1014652196
14001,Acatic,2017-07-01,1.0026355245
14001,Acatic,2017-08-01,1.0065374927
14001,Acatic,2017-09-01,0.9746689827
14001,Acatic,2017-10-01,1.2636228197
14001,Acatic,2017-11-01,1.1641772808
14001,Acatic,2017-12-01,1.2516248994
14001,Acatic,2018-01-01,0.9891616009
14001,Acatic,2018-02-01,0.9850599085
14001,Acatic,2018-03-01,1.0942834906
14001,Acatic,2018-04-01,1.2441464841
14001,Acatic,2018-05-01,1.3477346315
14001,Acatic,2018-06-01,1.3457708844
14001,Acatic,2018-07-01,1.1581045926
14001,Acatic,2018-08-01,1.1658279918
14001,Acatic,2018-09-01,1.1247344156
14001,Acatic,2018-10-01,1.3994469693
14001,Acatic,2018-11-01,1.3720056872
14001,Acatic,2018-12-01,1.3759493435
14001,Acatic,2019-01-01,1.1451609048
14001,Acatic,2019-02-01,1.1399010362
14001,Acatic,2019-03-01,1.272303059
14001,Acatic,2019-04-01,1.2417170465
14001,Acatic,2019-05-01,1.3344506572
14001,Acatic,2019-06-01,1.3110392963
14001,Acatic,2019-07-01,1.3952836606
14001,Acatic,2019-08-01,1.4242187901
14001,Acatic,2019-09-01,1.3481235493
14001,Acatic,2019-10-01,1.3117831002
14001,Acatic,2019-11-01,1.2541284538
14001,Acatic,2019-12-01,1.301750446
14001,Acatic,2020-01-01,1.5202466647
14001,Acatic,2020-02-01,1.5518420606
14001,Acatic,2020-03-01,1.8864462746
14001,Acatic,2020-04-01,0.8973836899
14001,Acatic,2020-05-01,1.0366360782
14001,Acatic,2020-06-01,1.0587492319
14001,Acatic,2020-07-01,0.8402270429
14001,Acatic,2020-08-01,0.8464570929
14001,Acatic,2020-09-01,0.8513558641
14001,Acatic,2020-10-01,0.8343658799
14001,Acatic,2020-11-01,0.7787555924
14001,Acatic,2020-12-01,0.8448185277
14001,Acatic,2021-01-01,0.7576764726
14001,Acatic,2021-02-01,0.7256242263
14001,Acatic,2021-03-01,0.9773943011
14001,Acatic,2021-04-01,0.9366813421
14001,Acatic,2021-05-01,1.063579793
14001,Acatic,2021-06-01,1.0456498649
14001,Acatic,2021-07-01,1.0405626207
14001,Acatic,2021-08-01,1.0805227496
14001,Acatic,2021-09-01,0.9956756297
14001,Acatic,2021-10-01,1.129739994
14001,Acatic,2021-11-01,1.0887061109
14001,Acatic,2021-12-01,1.1082498951
14001,Acatic,2022-01-01,0.7722499735
14001,Acatic,2022-02-01,0.7706059595
14001,Acatic,2022-03-01,0.965750067
14001,Acatic,2022-04-01,1.0837840839
14001,Acatic,2022-05-01,1.1895247202
14001,Acatic,2022-06-01,1.1836741959
14001,Acatic,2022-07-01,1.3088381925
14001,Acatic,2022-08-01,1.263341694
14001,Acatic,2022-09-01,1.2430311134
14001,Acatic,2022-10-01,1.2107510211
14001,Acatic,2022-11-01,1.0735529032
14001,Acatic,2022-12-01,1.2043910757
14001,Acatic,2023-01-01,1.1828974249
14001,Acatic,2023-02-01,1.1608281009
14001,Acatic,2023-03-01,1.3708224742
14001,Acatic,2023-04-01,1.5958672028
14001,Acatic,2023-05-01,1.762484968
14001,Acatic,2023-06-01,1.7397308292
14001,Acatic,2023-07-01,1.6444620571
14001,Acatic,2023-08-01,1.619500418
14001,Acatic,2023-09-01,1.6315275249
14001,Acatic,2023-10-01,2.3660113719
14001,Acatic,2023-11-01,2.140697157
14001,Acatic,2023-12-01,2.2861214711
14001,Acatic,2024-01-01,2.1640948069
14001,Acatic,2024-02-01,2.1445745813
14001,Acatic,2024-03-01,2.2740076118
14001,Acatic,2024-04-01,2.2962655489
14001,Acatic,2024-05-01,2.3458885185
14001,Acatic,2024-06-01,2.4925099326
14001,Acatic,2024-07-01,2.7119137229
14001,Acatic,2024-08-01,2.8337790494
14001,Acatic,2024-09-01,2.6535572277
14001,Acatic,2024-10-01,2.8587601526
14001,Acatic,2024-11-01,2.7847164677
14001,Acatic,2024-12-01,2.7323693797
14002,Acatlán de Juárez,2013-01-01,0.3540698425
14002,Acatlán de Juárez,2013-02-01,0.4253032331
14002,Acatlán de Juárez,2013-03-01,0.5397909245
14002,Acatlán de Juárez,2013-04-01,0.6500029657
14002,Acatlán de Juárez,2013-05-01,0.7173826246
14002,Acatlán de Juárez,2013-06-01,0.6587264097
14002,Acatlán de Juárez,2013-07-01,0.539089227
14002,Acatlán de Juárez,2013-08-01,0.5811368503
14002,Acatlán de Juárez,2013-09-01,0.5096179227
14002,Acatlán de Juárez,2013-10-01,0.6189334483
14002,Acatlán de Juárez,2013-11-01,0.5241825636
14002,Acatlán de Juárez,2013-12-01,0.5902679881
14002,Acatlán de Juárez,2014-01-01,0.4652173053
14002,Acatlán de Juárez,2014-02-01,0.5088374169
14002,Acatlán de Juárez,2014-03-01,0.7200532778
14002,Acatlán de Juárez,2014-04-01,0.6722819769
14002,Acatlán de Juárez,2014-05-01,0.7671487472
14002,Acatlán de Juárez,2014-06-01,0.6931472759
14002,Acatlán de Juárez,2014-07-01,0.7017717507
14002,Acatlán de Juárez,2014-08-01,0.7053739507
14002,Acatlán de Juárez,2014-09-01,0.6824752986
14002,Acatlán de Juárez,2014-10-01,0.8214128533
14002,Acatlán de Juárez,2014-11-01,0.6752186149
14002,Acatlán de Juárez,2014-12-01,0.9253885318
14002,Acatlán de Juárez,2015-01-01,0.6296290785
14002,Acatlán de Juárez,2015-02-01,0.7483849373
14002,Acatlán de Juárez,2015-03-01,0.9691639843
14002,Acatlán de Juárez,2015-04-01,0.6619062191
14002,Acatlán de Juárez,2015-05-01,0.7688305543
14002,Acatlán de Juárez,2015-06-01,0.7425042266
14002,Acatlán de Juárez,2015-07-01,0.8533130465
14002,Acatlán de Juárez,2015-08-01,0.8640198264
14002,Acatlán de Juárez,2015-09-01,0.7509501271
14002,Acatlán de Juárez,2015-10-01,0.8611302825
14002,Acatlán de Juárez,2015-11-01,0.7606424714
14002,Acatlán de Juárez,2015-12-01,0.9199342461
14002,Acatlán de Juárez,2016-01-01,0.8325951662
14002,Acatlán de Juárez,2016-02-01,0.911220548
14002,Acatlán de Juárez,2016-03-01,0.9715002859
14002,Acatlán de Juárez,2016-04-01,0.9523982409
14002,Acatlán de Juárez,2016-05-01,1.1234743068
14002,Acatlán de Juárez,2016-06-01,1.0344694522
14002,Acatlán de Juárez,2016-07-01,0.9523173643
14002,Acatlán de Juárez,2016-08-01,0.9592074166
14002,Acatlán de Juárez,2016-09-01,1.0248032191
14002,Acatlán de Juárez,2016-10-01,0.9511755692
14002,Acatlán de Juárez,2016-11-01,1.0426811751
14002,Acatlán de Juárez,2016-12-01,1.0174692557
14002,Acatlán de Juárez,2017-01-01,0.9003221843
14002,Acatlán de Juárez,2017-02-01,0.8976189545
14002,Acatlán de Juárez,2017-03-01,1.1585078611
14002,Acatlán de Juárez,2017-04-01,1.0346193847
14002,Acatlán de Juárez,2017-05-01,1.1978794915
14002,Acatlán de Juárez,2017-06-01,1.1204681238
14002,Acatlán de Juárez,2017-07-01,1.1537270207
14002,Acatlán de Juárez,2017-08-01,1.1621177487
14002,Acatlán de Juárez,2017-09-01,1.0935882306
14002,Acatlán de Juárez,2017-10-01,1.2537083921
14002,Acatlán de Juárez,2017-11-01,1.0398623458
14002,Acatlán de Juárez,2017-12-01,1.2279082622
14002,Acatlán de Juárez,2018-01-01,0.9716449448
14002,Acatlán de Juárez,2018-02-01,0.9628247331
14002,Acatlán de Juárez,2018-03-01,1.1976973221
14002,Acatlán de Juárez,2018-04-01,1.191204441
14002,Acatlán de Juárez,2018-05-01,1.4139586841
14002,Acatlán de Juárez,2018-06-01,1.4097358749
14002,Acatlán de Juárez,2018-07-01,1.2377468026
14002,Acatlán de Juárez,2018-08-01,1.2543550729
14002,Acatlán de Juárez,2018-09-01,1.1659881246
14002,Acatlán de Juárez,2018-10-01,1.4600280625
14002,Acatlán de Juárez,2018-11-01,1.4010187821
14002,Acatlán de Juárez,2018-12-01,1.4094991555
14002,Acatlán de Juárez,2019-01-01,1.0557371146
14002,Acatlán de Juárez,2019-02-01,1.0444263799
14002,Acatlán de Juárez,2019-03-01,1.3291415055
14002,Acatlán de Juárez,2019-04-01,1.288410917
14002,Acatlán de Juárez,2019-05-01,1.4878237437
14002,Acatlán de Juárez,2019-06-01,1.4374803393
14002,Acatlán de Juárez,2019-07-01,1.4186265668
14002,Acatlán de Juárez,2019-08-01,1.4808481918
14002,Acatlán de Juárez,2019-09-01,1.3172142414
14002,Acatlán de Juárez,2019-10-01,1.5211675515
14002,Acatlán de Juárez,2019-11-01,1.397187951
14002,Acatlán de Juárez,2019-12-01,1.4995934975
14002,Acatlán de Juárez,2020-01-01,1.1499313941
14002,Acatlán de Juárez,2020-02-01,1.2178736122
14002,Acatlán de Juárez,2020-03-01,1.9374009937
14002,Acatlán de Juárez,2020-04-01,1.3980033874
14002,Acatlán de Juárez,2020-05-01,1.6974494258
14002,Acatlán de Juárez,2020-06-01,1.7450011867
14002,Acatlán de Juárez,2020-07-01,1.7634152566
14002,Acatlán de Juárez,2020-08-01,1.7768122533
14002,Acatlán de Juárez,2020-09-01,1.7873464901
14002,Acatlán de Juárez,2020-10-01,1.8990560812
14002,Acatlán de Juárez,2020-11-01,1.7794726364
14002,Acatlán de Juárez,2020-12-01,1.9215332825
14002,Acatlán de Juárez,2021-01-01,1.7293616761
14002,Acatlán de Juárez,2021-02-01,1.6604370544
14002,Acatlán de Juárez,2021-03-01,2.2018392696
14002,Acatlán de Juárez,2021-04-01,2.1197401836
14002,Acatlán de Juárez,2021-05-01,2.3926205189
14002,Acatlán de Juárez,2021-06-01,2.3540642975
14002,Acatlán de Juárez,2021-07-01,2.318399881
14002,Acatlán de Juárez,2021-08-01,2.404329483
14002,Acatlán de Juárez,2021-09-01,2.221875636
14002,Acatlán de Juárez,2021-10-01,2.4253265131
14002,Acatlán de Juárez,2021-11-01,2.3370879279
14002,Acatlán de Juárez,2021-12-01,2.379114559
14002,Acatlán de Juárez,2022-01-01,1.7650162839
14002,Acatlán de Juárez,2022-02-01,1.7614810233
14002,Acatlán de Juárez,2022-03-01,2.1811156928
14002,Acatlán de Juárez,2022-04-01,2.3275326771
14002,Acatlán de Juárez,2022-05-01,2.5549155968
14002,Acatlán de Juárez,2022-06-01,2.5423347261
14002,Acatlán de Juárez,2022-07-01,2.5861787923
14002,Acatlán de Juárez,2022-08-01,2.4883438726
14002,Acatlán de Juárez,2022-09-01,2.4446683351
14002,Acatlán de Juárez,2022-10-01,2.631982297
14002,Acatlán de Juárez,2022-11-01,2.3369537278
14002,Acatlán de Juárez,2022-12-01,2.6183059752
14002,Acatlán de Juárez,2023-01-01,2.0411588615
14002,Acatlán de Juárez,2023-02-01,1.9937013514
14002,Acatlán de Juárez,2023-03-01,2.4452697871
14002,Acatlán de Juárez,2023-04-01,2.3367733125
14002,Acatlán de Juárez,2023-05-01,2.6950654061
14002,Acatlán de Juárez,2023-06-01,2.6461352813
14002,Acatlán de Juárez,2023-07-01,2.5800704338
14002,Acatlán de Juárez,2023-08-01,2.526393337
14002,Acatlán de Juárez,2023-09-01,2.5522562293
14002,Acatlán de Juárez,2023-10-01,2.7687649651
14002,Acatlán de Juárez,2023-11-01,2.2842529946
14002,Acatlán de Juárez,2023-12-01,2.5969710404
14002,Acatlán de Juárez,2024-01-01,2.0980324296
14002,Acatlán de Juárez,2024-02-01,2.0560564584
14002,Acatlán de Juárez,2024-03-01,2.334387112
14002,Acatlán de Juárez,2024-04-01,2.3723756332
14002,Acatlán de Juárez,2024-05-01,2.4790840485
14002,Acatlán de Juárez,2024-06-01,2.7943763183
14002,Acatlán de Juárez,2024-07-01,2.3847955522
14002,Acatlán de Juárez,2024-08-01,2.6468527399
14002,Acatlán de Juárez,2024-09-01,2.2593067078
14002,Acatlán de Juárez,2024-10-01,2.5957186504
14002,Acatlán de Juárez,2024-11-01,2.4364963321
14002,Acatlán de Juárez,2024-12-01,2.3239300175
14003,Ahualulco de Mercado,2013-01-01,0.6071181847
14003,Ahualulco de Mercado,2013-02-01,0.6733216213
14003,Ahualulco de Mercado,2013-03-01,0.849891194
14003,Ahualulco de Mercado,2013-04-01,0.9709072986
14003,Ahualulco de Mercado,2013-05-01,1.1062564667
14003,Ahualulco de Mercado,2013-06-01,1.0357912347
14003,Ahualulco de Mercado,2013-07-01,0.9670817143
14003,Ahualulco de Mercado,2013-08-01,1.0497778874
14003,Ahualulco de Mercado,2013-09-01,0.9112763983
14003,Ahualulco de Mercado,2013-10-01,0.9378968919
14003,Ahualulco de Mercado,2013-11-01,0.7586933466
14003,Ahualulco de Mercado,2013-12-01,0.8793757614
14003,Ahualulco de Mercado,2014-01-01,0.7229960738
14003,Ahualulco de Mercado,2014-02-01,0.8127998309
14003,Ahualulco de Mercado,2014-03-01,1.1682820953
14003,Ahualulco de Mercado,2014-04-01,1.0321496908
14003,Ahualulco de Mercado,2014-05-01,1.1890528127
14003,Ahualulco de Mercado,2014-06-01,1.0767204965
14003,Ahualulco de Mercado,2014-07-01,1.0685938896
14003,Ahualulco de Mercado,2014-08-01,1.107705921
14003,Ahualulco de Mercado,2014-09-01,1.1076401894
14003,Ahualulco de Mercado,2014-10-01,1.2334092337
14003,Ahualulco de Mercado,2014-11-01,1.024923278
14003,Ahualulco de Mercado,2014-12-01,1.4839174883
14003,Ahualulco de Mercado,2015-01-01,0.9557752637
14003,Ahualulco de Mercado,2015-02-01,1.1430477267
14003,Ahualulco de Mercado,2015-03-01,1.4515930096
14003,Ahualulco de Mercado,2015-04-01,1.0889985827
14003,Ahualulco de Mercado,2015-05-01,1.2015143583
14003,Ahualulco de Mercado,2015-06-01,1.136429059
14003,Ahualulco de Mercado,2015-07-01,1.2434943537
14003,Ahualulco de Mercado,2015-08-01,1.2915533245
14003,Ahualulco de Mercado,2015-09-01,1.1396883219
14003,Ahualulco de Mercado,2015-10-01,1.2270148451
14003,Ahualulco de Mercado,2015-11-01,1.0882719029
14003,Ahualulco de Mercado,2015-12-01,1.370612252
14003,Ahualulco de Mercado,2016-01-01,1.1242185142
14003,Ahualulco de Mercado,2016-02-01,1.2488508588
14003,Ahualulco de Mercado,2016-03-01,1.337716627
14003,Ahualulco de Mercado,2016-04-01,1.2971594857
14003,Ahualulco de Mercado,2016-05-01,1.5754701151
14003,Ahualulco de Mercado,2016-06-01,1.4189503992
14003,Ahualulco de Mercado,2016-07-01,1.3638616452
14003,Ahualulco de Mercado,2016-08-01,1.3793405226
14003,Ahualulco de Mercado,2016-09-01,1.4988698322
14003,Ahualulco de Mercado,2016-10-01,1.3607449712
14003,Ahualulco de Mercado,2016-11-01,1.502618002
14003,Ahualulco de Mercado,2016-12-01,1.4169060267
14003,Ahualulco de Mercado,2017-01-01,1.1542364338
14003,Ahualulco de Mercado,2017-02-01,1.1095690638
14003,Ahualulco de Mercado,2017-03-01,1.5449725024
14003,Ahualulco de Mercado,2017-04-01,1.3615872678
14003,Ahualulco de Mercado,2017-05-01,1.6455971009
14003,Ahualulco de Mercado,2017-06-01,1.5049566313
14003,Ahualulco de Mercado,2017-07-01,1.5262962462
14003,Ahualulco de Mercado,2017-08-01,1.5480392104
14003,Ahualulco de Mercado,2017-09-01,1.4752275434
14003,Ahualulco de Mercado,2017-10-01,1.8545693633
14003,Ahualulco de Mercado,2017-11-01,1.5354956036
14003,Ahualulco de Mercado,2017-12-01,1.8625600331
14003,Ahualulco de Mercado,2018-01-01,1.3673856346
14003,Ahualulco de Mercado,2018-02-01,1.3215304845
14003,Ahualulco de Mercado,2018-03-01,1.679432881
14003,Ahualulco de Mercado,2018-04-01,1.7002987877
14003,Ahualulco de Mercado,2018-05-01,2.0586208785
14003,Ahualulco de Mercado,2018-06-01,2.0659293338
14003,Ahualulco de Mercado,2018-07-01,1.8493782432
14003,Ahualulco de Mercado,2018-08-01,1.9171669067
14003,Ahualulco de Mercado,2018-09-01,1.80206885
14003,Ahualulco de Mercado,2018-10-01,2.1279557763
14003,Ahualulco de Mercado,2018-11-01,2.0306062257
14003,Ahualulco de Mercado,2018-12-01,2.015287998
14003,Ahualulco de Mercado,2019-01-01,1.4997969371
14003,Ahualulco de Mercado,2019-02-01,1.4368176223
14003,Ahualulco de Mercado,2019-03-01,1.8921034406
14003,Ahualulco de Mercado,2019-04-01,1.8548745889
14003,Ahualulco de Mercado,2019-05-01,2.1474514285
14003,Ahualulco de Mercado,2019-06-01,1.9793289826
14003,Ahualulco de Mercado,2019-07-01,1.9170698167
14003,Ahualulco de Mercado,2019-08-01,1.9079223899
14003,Ahualulco de Mercado,2019-09-01,1.5154587934
14003,Ahualulco de Mercado,2019-10-01,1.432706323
14003,Ahualulco de Mercado,2019-11-01,1.4759158061
14003,Ahualulco de Mercado,2019-12-01,2.3316218709
14003,Ahualulco de Mercado,2020-01-01,3.0794955924
14003,Ahualulco de Mercado,2020-02-01,3.9420807776
14003,Ahualulco de Mercado,2020-03-01,5.5575356301
14003,Ahualulco de Mercado,2020-04-01,4.606196354
14003,Ahualulco de Mercado,2020-05-01,4.9925284128
14003,Ahualulco de Mercado,2020-06-01,4.7035932332
14003,Ahualulco de Mercado,2020-07-01,4.0246320189
14003,Ahualulco de Mercado,2020-08-01,3.8902890396
14003,Ahualulco de Mercado,2020-09-01,4.2461169415
14003,Ahualulco de Mercado,2020-10-01,5.171652164
14003,Ahualulco de Mercado,2020-11-01,5.3855394728
14003,Ahualulco de Mercado,2020-12-01,5.6398563632
14003,Ahualulco de Mercado,2021-01-01,4.9208602173
14003,Ahualulco de Mercado,2021-02-01,4.6339720204
14003,Ahualulco de Mercado,2021-03-01,5.5728017622
14003,Ahualulco de Mercado,2021-04-01,5.6893438009
14003,Ahualulco de Mercado,2021-05-01,6.2562635726
14003,Ahualulco de Mercado,2021-06-01,6.2017126264
14003,Ahualulco de Mercado,2021-07-01,6.1311193581
14003,Ahualulco de Mercado,2021-08-01,6.3056449958
14003,Ahualulco de Mercado,2021-09-01,6.1388316462
14003,Ahualulco de Mercado,2021-10-01,6.7984834628
14003,Ahualulco de Mercado,2021-11-01,6.4712066446
14003,Ahualulco de Mercado,2021-12-01,5.8786118927
14003,Ahualulco de Mercado,2022-01-01,3.8640366764
14003,Ahualulco de Mercado,2022-02-01,3.0387280268
14003,Ahualulco de Mercado,2022-03-01,3.2369092969
14003,Ahualulco de Mercado,2022-04-01,2.9789670319
14003,Ahualulco de Mercado,2022-05-01,3.2044858988
14003,Ahualulco de Mercado,2022-06-01,3.1282380693
14003,Ahualulco de Mercado,2022-07-01,3.3447021824
14003,Ahualulco de Mercado,2022-08-01,3.2093817893
14003,Ahualulco de Mercado,2022-09-01,3.1600860282
14003,Ahualulco de Mercado,2022-10-01,3.4792935515
14003,Ahualulco de Mercado,2022-11-01,3.0100612047
14003,Ahualulco de Mercado,2022-12-01,3.5319752438
14003,Ahualulco de Mercado,2023-01-01,2.7393069236
14003,Ahualulco de Mercado,2023-02-01,2.693991234
14003,Ahualulco de Mercado,2023-03-01,3.4709008424
14003,Ahualulco de Mercado,2023-04-01,3.2933227121
14003,Ahualulco de Mercado,2023-05-01,3.8547470471
14003,Ahualulco de Mercado,2023-06-01,3.6831282408
14003,Ahualulco de Mercado,2023-07-01,3.6141927838
14003,Ahualulco de Mercado,2023-08-01,3.448892326
14003,Ahualulco de Mercado,2023-09-01,3.4774568902
14003,Ahualulco de Mercado,2023-10-01,3.7014439926
14003,Ahualulco de Mercado,2023-11-01,2.9304139143
14003,Ahualulco de Mercado,2023-12-01,3.5298600931
14003,Ahualulco de Mercado,2024-01-01,2.7888215319
14003,Ahualulco de Mercado,2024-02-01,2.7674863452
14003,Ahualulco de Mercado,2024-03-01,3.249308123
14003,Ahualulco de Mercado,2024-04-01,3.5875819448
14003,Ahualulco de Mercado,2024-05-01,3.7366916892
14003,Ahualulco de Mercado,2024-06-01,4.231536366
14003,Ahualulco de Mercado,2024-07-01,3.6189959462
14003,Ahualulco de Mercado,2024-08-01,4.0681532765
14003,Ahualulco de Mercado,2024-09-01,3.4752977774
14003,Ahualulco de Mercado,2024-10-01,3.9483618432
14003,Ahualulco de Mercado,2024-11-01,3.8003164749
14003,Ahualulco de Mercado,2024-12-01,3.7382556819
14004,Amacueca,2013-01-01,0.0745039184
14004,Amacueca,2013-02-01,0.0749857978
14004,Amacueca,2013-03-01,0.0757602838
14004,Amacueca,2013-04-01,0.0250523927
14004,Amacueca,2013-05-01,0.0255082023
14004,Amacueca,2013-06-01,0.025111405
14004,Amacueca,2013-07-01,0.0184099746
14004,Amacueca,2013-08-01,0.0186944182
14004,Amacueca,2013-09-01,0.0182106072
14004,Amacueca,2013-10-01,0.0880529622
14004,Amacueca,2013-11-01,0.0874119917
14004,Amacueca,2013-12-01,0.0878590461
14004,Amacueca,2014-01-01,0.0247013351
14004,Amacueca,2014-02-01,0.0249964163
14004,Amacueca,2014-03-01,0.0264252486
14004,Amacueca,2014-04-01,0.034064032
14004,Amacueca,2014-05-01,0.0347057864
14004,Amacueca,2014-06-01,0.0342051815
14004,Amacueca,2014-07-01,0.0270737228
14004,Amacueca,2014-08-01,0.027098091
14004,Amacueca,2014-09-01,0.0269431862
14004,Amacueca,2014-10-01,0.0304622
14004,Amacueca,2014-11-01,0.0294732257
14004,Amacueca,2014-12-01,0.0311655743
14004,Amacueca,2015-01-01,0.0268425854
14004,Amacueca,2015-02-01,0.0276459446
14004,Amacueca,2015-03-01,0.02913947
14004,Amacueca,2015-04-01,0.0246151498
14004,Amacueca,2015-05-01,0.0253384712
14004,Amacueca,2015-06-01,0.025160379
14004,Amacueca,2015-07-01,0.0297856784
14004,Amacueca,2015-08-01,0.0298581076
14004,Amacueca,2015-09-01,0.0290932141
14004,Amacueca,2015-10-01,0.0322483276
14004,Amacueca,2015-11-01,0.031568548
14004,Amacueca,2015-12-01,0.0326461244
14004,Amacueca,2016-01-01,0.0409401501
14004,Amacueca,2016-02-01,0.0414720348
14004,Amacueca,2016-03-01,0.041879815
14004,Amacueca,2016-04-01,0.0370755034
14004,Amacueca,2016-05-01,0.0382327982
14004,Amacueca,2016-06-01,0.0376306984
14004,Amacueca,2016-07-01,0.0304090127
14004,Amacueca,2016-08-01,0.0304556225
14004,Amacueca,2016-09-01,0.0308993648
14004,Amacueca,2016-10-01,0.0223761733
14004,Amacueca,2016-11-01,0.0229951901
14004,Amacueca,2016-12-01,0.0228246366
14004,Amacueca,2017-01-01,0.0170165711
14004,Amacueca,2017-02-01,0.0169982843
14004,Amacueca,2017-03-01,0.0187631447
14004,Amacueca,2017-04-01,0.0259919431
14004,Amacueca,2017-05-01,0.0270963645
14004,Amacueca,2017-06-01,0.0265726924
14004,Amacueca,2017-07-01,0.023960355
14004,Amacueca,2017-08-01,0.0240171166
14004,Amacueca,2017-09-01,0.0235535284
14004,Amacueca,2017-10-01,0.0263937192
14004,Amacueca,2017-11-01,0.0249470942
14004,Amacueca,2017-12-01,0.0262191866
14004,Amacueca,2018-01-01,0.0179018229
14004,Amacueca,2018-02-01,0.0178421559
14004,Amacueca,2018-03-01,0.0194310212
14004,Amacueca,2018-04-01,0.0328199307
14004,Amacueca,2018-05-01,0.0343268179
14004,Amacueca,2018-06-01,0.0342982514
14004,Amacueca,2018-07-01,0.0211780271
14004,Amacueca,2018-08-01,0.0212903787
14004,Amacueca,2018-09-01,0.0206925942
14004,Amacueca,2018-10-01,0.0259636679
14004,Amacueca,2018-11-01,0.0255644821
14004,Amacueca,2018-12-01,0.0256218501
14004,Amacueca,2019-01-01,0.0302233299
14004,Amacueca,2019-02-01,0.0301468151
14004,Amacueca,2019-03-01,0.032072855
14004,Amacueca,2019-04-01,0.0374678628
14004,Amacueca,2019-05-01,0.03881685
14004,Amacueca,2019-06-01,0.0384762871
14004,Amacueca,2019-07-01,0.0417327057
14004,Amacueca,2019-08-01,0.0421536223
14004,Amacueca,2019-09-01,0.041046672
14004,Amacueca,2019-10-01,0.0309822136
14004,Amacueca,2019-11-01,0.0301435168
14004,Amacueca,2019-12-01,0.0308362695
14004,Amacueca,2020-01-01,0.0537291043
14004,Amacueca,2020-02-01,0.0541887196
14004,Amacueca,2020-03-01,0.059056176
14004,Amacueca,2020-04-01,0.0710466463
14004,Amacueca,2020-05-01,0.0730723379
14004,Amacueca,2020-06-01,0.0733940158
14004,Amacueca,2020-07-01,0.0778351607
14004,Amacueca,2020-08-01,0.0779257887
14004,Amacueca,2020-09-01,0.0779970506
14004,Amacueca,2020-10-01,0.0635356347
14004,Amacueca,2020-11-01,0.062726677
14004,Amacueca,2020-12-01,0.0636876884
14004,Amacueca,2021-01-01,0.0963456821
14004,Amacueca,2021-02-01,0.095879421
14004,Amacueca,2021-03-01,0.0995418969
14004,Amacueca,2021-04-01,0.127991955
14004,Amacueca,2021-05-01,0.129837935
14004,Amacueca,2021-06-01,0.12957711
14004,Amacueca,2021-07-01,0.1185532235
14004,Amacueca,2021-08-01,0.1191345198
14004,Amacueca,2021-09-01,0.1179002567
14004,Amacueca,2021-10-01,0.1293151769
14004,Amacueca,2021-11-01,0.1287182608
14004,Amacueca,2021-12-01,0.1290025624
14004,Amacueca,2022-01-01,0.1444150292
14004,Amacueca,2022-02-01,0.1443911138
14004,Amacueca,2022-03-01,0.147229857
14004,Amacueca,2022-04-01,0.1812992362
14004,Amacueca,2022-05-01,0.1828374354
14004,Amacueca,2022-06-01,0.1827523284
